City/municipality,State/ Country,Population,Focus,Aggregation,Average Score,Disparity,Infra ratio,Dest ratio,Highest Point,Focus Disparity,Accuracy Score,Continent,Subdivision,latitude,longitude,Safe Area (sq mi),Bike Network (mi),Bike Network %,Bike Paths (mi),Bike Paths %,Bike Lanes (mi),Bike Lanes %,Friendly (mi),Friendly %,Shared Road %,Other %,Total Network,Destinations,Bike Parking,Destination Score,Bad Ints  / mi,Furthest Reach #1 (mi),Furthest Reach #2 (mi),Furthest Reach #3 (mi),PFB rank dif,Copenhagen rank dif
Irbid,Jordan,"582,276",Balanced,City Wide,15.8,8.1,115%,85%,24.1,4.7,1,Other,,32.61,35.76,,,,,,,,,,,,,,,,,,,,,
Irbid,Jordan,"582,276",Balanced,Best Area,23.9,11.5,98%,103%,35.4,-1.1,3,Other,,32.61,35.76,,,,,,,,,,,,,,,,,,,,,
Irbid,Jordan,"582,276",Destination,City Wide,13.4,11.2,115%,85%,23.4,4.7,1,Other,,32.61,35.76,,,,,,,,,,,,,,,,,,,,,
Irbid,Jordan,"582,276",Destination,Best Area,24.6,18.4,98%,103%,43.0,-1.1,3,Other,,32.61,35.76,,,,,,,,,,,,,,,,,,,,,
Malabo,Equatorial Guinea,"300,000",Infrastructure,City Wide,15.3,6.6,102%,94%,23.5,1.2,0,Other,,3.68,8.73,,,,,,,,,,,,,,,,,,,,,
Malabo,Equatorial Guinea,"300,000",Infrastructure,Best Area,21.9,1.6,92%,111%,23.5,-4.6,0,Other,,3.68,8.73,,,,,,,,,,,,,,,,,,,,,
Malabo,Equatorial Guinea,"300,000",Balanced,City Wide,15.0,8.9,102%,94%,25.2,1.2,0,Other,,3.68,8.73,,,,,,,,,,,,,,,,,,,,,
Malabo,Equatorial Guinea,"300,000",Balanced,Best Area,23.9,1.9,92%,111%,25.8,-4.6,1,Other,,3.68,8.73,,,,,,,,,,,,,,,,,,,,,
Malabo,Equatorial Guinea,"300,000",Destination,City Wide,14.1,12.4,102%,94%,29.7,1.2,0,Other,,3.68,8.73,,,,,,,,,,,,,,,,,,,,,
Malabo,Equatorial Guinea,"300,000",Destination,Best Area,26.5,3.6,92%,111%,30.1,-4.6,1,Other,,3.68,8.73,,,,,,,,,,,,,,,,,,,,,
Tartus,Syria,"115,769",Infrastructure,City Wide,10.3,7.0,91%,109%,18.3,-2.0,0,Other,,34.86,35.94,,,,,,,,,,,,,,,,,,,,,
Tartus,Syria,"115,769",Infrastructure,Best Area,17.3,5.5,73%,124%,22.8,-12.3,0,Other,,34.86,35.94,,,,,,,,,,,,,,,,,,,,,
Tartus,Syria,"115,769",Balanced,City Wide,11.3,12.5,91%,109%,27.0,-2.0,0,Other,,34.86,35.94,,,,,,,,,,,,,,,,,,,,,
Tartus,Syria,"115,769",Balanced,Best Area,23.8,10.6,73%,124%,34.4,-12.3,0,Other,,34.86,35.94,,,,,,,,,,,,,,,,,,,,,
Tartus,Syria,"115,769",Destination,City Wide,12.3,17.3,91%,109%,32.9,-2.0,0,Other,,34.86,35.94,,,,,,,,,,,,,,,,,,,,,
Tartus,Syria,"115,769",Destination,Best Area,29.6,13.6,73%,124%,43.2,-12.3,0,Other,,34.86,35.94,,,,,,,,,,,,,,,,,,,,,
Khulna,Bangladesh,"1,000,000",Infrastructure,City Wide,14.0,6.2,90%,112%,22.0,-3.4,0,Other,,22.21,89.43,,,,,,,,,,,,,,,,,,,,,
Khulna,Bangladesh,"1,000,000",Infrastructure,Best Area,20.2,6.2,86%,111%,26.4,-6.0,0,Other,,22.21,89.43,,,,,,,,,,,,,,,,,,,,,
Khulna,Bangladesh,"1,000,000",Balanced,City Wide,15.5,8.1,90%,112%,24.6,-3.4,0,Other,,22.21,89.43,,,,,,,,,,,,,,,,,,,,,
Khulna,Bangladesh,"1,000,000",Balanced,Best Area,23.6,5.1,86%,111%,28.7,-6.0,1,Other,,22.21,89.43,,,,,,,,,,,,,,,,,,,,,
Khulna,Bangladesh,"1,000,000",Destination,City Wide,17.4,8.8,90%,112%,26.9,-3.4,0,Other,,22.21,89.43,,,,,,,,,,,,,,,,,,,,,
Khulna,Bangladesh,"1,000,000",Destination,Best Area,26.2,5.5,86%,111%,31.7,-6.0,1,Other,,22.21,89.43,,,,,,,,,,,,,,,,,,,,,
Greater Monrovia,Liberia,"1,900,000",Infrastructure,City Wide,16.6,6.4,106%,90%,23.5,2.5,0,Other,,6.32,-10.73,,,,,,,,,,,,,,,,,,,,,
Greater Monrovia,Liberia,"1,900,000",Infrastructure,Best Area,23.0,2.8,100%,103%,25.8,-0.9,0,Other,,6.32,-10.73,,,,,,,,,,,,,,,,,,,,,
Greater Monrovia,Liberia,"1,900,000",Balanced,City Wide,15.6,7.5,106%,90%,22.9,2.5,0,Other,,6.32,-10.73,,,,,,,,,,,,,,,,,,,,,
Greater Monrovia,Liberia,"1,900,000",Balanced,Best Area,23.1,8.9,100%,103%,32.0,-0.9,0,Other,,6.32,-10.73,,,,,,,,,,,,,,,,,,,,,
Greater Monrovia,Liberia,"1,900,000",Destination,City Wide,14.1,9.8,106%,90%,25.6,2.5,0,Other,,6.32,-10.73,,,,,,,,,,,,,,,,,,,,,
Greater Monrovia,Liberia,"1,900,000",Destination,Best Area,23.9,16.9,100%,103%,40.8,-0.9,0,Other,,6.32,-10.73,,,,,,,,,,,,,,,,,,,,,
Durban [eThekwini Metropolitan Municipality]*,South Africa,"3,900,000",Infrastructure,City Wide,15.5,6.4,104%,96%,22.4,1.2,0,Other,,-29.88,30.84,,,,,,,,,,,,,,,,,,,,,
Durban [eThekwini Metropolitan Municipality]*,South Africa,"3,900,000",Infrastructure,Best Area,21.9,9.5,95%,108%,31.4,-3.0,0,Other,,-29.88,30.84,,,,,,,,,,,,,,,,,,,,,
Durban [eThekwini Metropolitan Municipality]*,South Africa,"3,900,000",Balanced,City Wide,14.9,8.2,104%,96%,22.9,1.2,0,Other,,-29.88,30.84,,,,,,,,,,,,,,,,,,,,,
Durban [eThekwini Metropolitan Municipality]*,South Africa,"3,900,000",Balanced,Best Area,23.1,11.3,95%,108%,34.4,-3.0,0,Other,,-29.88,30.84,,,,,,,,,,,,,,,,,,,,,
Durban [eThekwini Metropolitan Municipality]*,South Africa,"3,900,000",Destination,City Wide,14.3,10.6,104%,96%,24.9,1.2,0,Other,,-29.88,30.84,,,,,,,,,,,,,,,,,,,,,
Durban [eThekwini Metropolitan Municipality]*,South Africa,"3,900,000",Destination,Best Area,24.9,12.3,95%,108%,37.2,-3.0,0,Other,,-29.88,30.84,,,,,,,,,,,,,,,,,,,,,
Guadalupe,Mexico,"170,029",Infrastructure,City Wide,16.7,5.7,104%,96%,22.6,1.3,3,NA,,22.78,-102.45,,,,,,,,,,,,,,,,,,,,,
Guadalupe,Mexico,"170,029",Infrastructure,Best Area,22.4,2.0,97%,106%,24.4,-1.9,5,NA,,22.78,-102.45,,,,,,,,,,,,,,,,,,,,,
Guadalupe,Mexico,"170,029",Balanced,City Wide,16.1,6.9,104%,96%,25.9,1.3,3,NA,,22.78,-102.45,,,,,,,,,,,,,,,,,,,,,
Guadalupe,Mexico,"170,029",Balanced,Best Area,23.0,2.9,97%,106%,25.9,-1.9,6,NA,,22.78,-102.45,,,,,,,,,,,,,,,,,,,,,
Guadalupe,Mexico,"170,029",Destination,City Wide,15.4,8.9,104%,96%,27.3,1.3,3,NA,,22.78,-102.45,,,,,,,,,,,,,,,,,,,,,
Guadalupe,Mexico,"170,029",Destination,Best Area,24.3,4.6,97%,106%,28.9,-1.9,6,NA,,22.78,-102.45,,,,,,,,,,,,,,,,,,,,,
Villa Vicente Guerrero,Mexico,"82,688",Infrastructure,City Wide,24.1,1.1,114%,73%,25.2,8.8,2,NA,,19.12,-98.17,,,,,,,,,,,,,,,,,,,,,
Villa Vicente Guerrero,Mexico,"82,688",Infrastructure,Best Area,25.2,0.6,114%,78%,25.8,7.9,2,NA,,19.12,-98.17,,,,,,,,,,,,,,,,,,,,,
Villa Vicente Guerrero,Mexico,"82,688",Balanced,City Wide,21.1,1.1,114%,73%,22.5,8.8,2,NA,,19.12,-98.17,,,,,,,,,,,,,,,,,,,,,
Villa Vicente Guerrero,Mexico,"82,688",Balanced,Best Area,22.2,0.7,114%,78%,22.9,7.9,2,NA,,19.12,-98.17,,,,,,,,,,,,,,,,,,,,,
Villa Vicente Guerrero,Mexico,"82,688",Destination,City Wide,15.3,2.0,114%,73%,16.6,8.8,2,NA,,19.12,-98.17,,,,,,,,,,,,,,,,,,,,,
Villa Vicente Guerrero,Mexico,"82,688",Destination,Best Area,17.3,4.4,114%,78%,21.7,7.9,2,NA,,19.12,-98.17,,,,,,,,,,,,,,,,,,,,,
Juba,South Sudan,"526,000",Infrastructure,City Wide,17.2,3.3,126%,74%,20.5,7.0,0,Other,,4.71,31.31,,,,,,,,,,,,,,,,,,,,,
Juba,South Sudan,"526,000",Infrastructure,Best Area,20.5,0.7,93%,108%,21.2,-3.4,0,Other,,4.71,31.31,,,,,,,,,,,,,,,,,,,,,
Juba,South Sudan,"526,000",Balanced,City Wide,13.7,8.4,126%,74%,23.4,7.0,0,Other,,4.71,31.31,,,,,,,,,,,,,,,,,,,,,
Juba,South Sudan,"526,000",Balanced,Best Area,22.1,4.2,93%,108%,26.3,-3.4,0,Other,,4.71,31.31,,,,,,,,,,,,,,,,,,,,,
Juba,South Sudan,"526,000",Destination,City Wide,10.2,13.7,126%,74%,25.8,7.0,0,Other,,4.71,31.31,,,,,,,,,,,,,,,,,,,,,
Juba,South Sudan,"526,000",Destination,Best Area,23.9,7.4,93%,108%,31.3,-3.4,0,Other,,4.71,31.31,,,,,,,,,,,,,,,,,,,,,
Mogadishu,Somalia,"2,600,000",Infrastructure,City Wide,20.0,2.6,116%,83%,22.9,5.8,0,Other,,2.08,45.28,,,,,,,,,,,,,,,,,,,,,
Mogadishu,Somalia,"2,600,000",Infrastructure,Best Area,22.6,1.0,103%,106%,23.6,-0.7,0,Other,,2.08,45.28,,,,,,,,,,,,,,,,,,,,,
Mogadishu,Somalia,"2,600,000",Balanced,City Wide,17.2,4.8,116%,83%,22.3,5.8,0,Other,,2.08,45.28,,,,,,,,,,,,,,,,,,,,,
Mogadishu,Somalia,"2,600,000",Balanced,Best Area,22.0,3.1,103%,106%,25.1,-0.7,0,Other,,2.08,45.28,,,,,,,,,,,,,,,,,,,,,
Mogadishu,Somalia,"2,600,000",Destination,City Wide,14.2,9.1,116%,83%,24.4,5.8,0,Other,,2.08,45.28,,,,,,,,,,,,,,,,,,,,,
Mogadishu,Somalia,"2,600,000",Destination,Best Area,23.3,3.8,103%,106%,27.1,-0.7,0,Other,,2.08,45.28,,,,,,,,,,,,,,,,,,,,,
Banjul,The Gambia,"31,301",Infrastructure,City Wide,13.5,0.3,62%,119%,13.8,-12.3,0,Other,,13.44,-16.56,,,,,,,,,,,,,,,,,,,,,
Banjul,The Gambia,"31,301",Infrastructure,Best Area,13.8,0.0,63%,118%,13.8,-12.0,0,Other,,13.44,-16.56,,,,,,,,,,,,,,,,,,,,,
Banjul,The Gambia,"31,301",Balanced,City Wide,21.7,0.1,62%,119%,21.8,-12.3,0,Other,,13.44,-16.56,,,,,,,,,,,,,,,,,,,,,
Banjul,The Gambia,"31,301",Balanced,Best Area,21.8,0.0,63%,118%,21.8,-12.0,0,Other,,13.44,-16.56,,,,,,,,,,,,,,,,,,,,,
Banjul,The Gambia,"31,301",Destination,City Wide,25.8,0.0,62%,119%,25.8,-12.3,0,Other,,13.44,-16.56,,,,,,,,,,,,,,,,,,,,,
Banjul,The Gambia,"31,301",Destination,Best Area,25.8,0.0,63%,118%,25.8,-12.0,0,Other,,13.44,-16.56,,,,,,,,,,,,,,,,,,,,,
Aleppo [Mount Simeon District],Syria,"2,098,210",Infrastructure,City Wide,16.5,6.0,146%,51%,23.6,10.7,1,Other,,35.94,37.08,,,,,,,,,,,,,,,,,,,,,
Aleppo [Mount Simeon District],Syria,"2,098,210",Infrastructure,Best Area,22.5,4.3,103%,97%,26.8,1.4,14,Other,,35.94,37.08,,,,,,,,,,,,,,,,,,,,,
Aleppo [Mount Simeon District],Syria,"2,098,210",Balanced,City Wide,11.3,10.5,146%,51%,26.6,10.7,1,Other,,35.94,37.08,,,,,,,,,,,,,,,,,,,,,
Aleppo [Mount Simeon District],Syria,"2,098,210",Balanced,Best Area,21.8,14.8,103%,97%,36.6,1.4,15,Other,,35.94,37.08,,,,,,,,,,,,,,,,,,,,,
Aleppo [Mount Simeon District],Syria,"2,098,210",Destination,City Wide,5.8,15.3,146%,51%,28.7,10.7,1,Other,,35.94,37.08,,,,,,,,,,,,,,,,,,,,,
Aleppo [Mount Simeon District],Syria,"2,098,210",Destination,Best Area,21.1,23.5,103%,97%,44.6,1.4,15,Other,,35.94,37.08,,,,,,,,,,,,,,,,,,,,,
Emfuleni Local Municipality,South Africa,"945,650",Infrastructure,City Wide,17.7,5.3,116%,82%,23.1,5.3,2,Other,,-26.61,27.82,,,,,,,,,,,,,,,,,,,,,
Emfuleni Local Municipality,South Africa,"945,650",Infrastructure,Best Area,23.0,1.7,106%,100%,24.7,1.3,2,Other,,-26.61,27.82,,,,,,,,,,,,,,,,,,,,,
Emfuleni Local Municipality,South Africa,"945,650",Balanced,City Wide,15.2,6.5,116%,82%,22.0,5.3,2,Other,,-26.61,27.82,,,,,,,,,,,,,,,,,,,,,
Emfuleni Local Municipality,South Africa,"945,650",Balanced,Best Area,21.7,2.5,106%,100%,24.2,1.3,2,Other,,-26.61,27.82,,,,,,,,,,,,,,,,,,,,,
Emfuleni Local Municipality,South Africa,"945,650",Destination,City Wide,12.4,9.3,116%,82%,22.6,5.3,2,Other,,-26.61,27.82,,,,,,,,,,,,,,,,,,,,,
Emfuleni Local Municipality,South Africa,"945,650",Destination,Best Area,21.7,2.9,106%,100%,24.6,1.3,2,Other,,-26.61,27.82,,,,,,,,,,,,,,,,,,,,,
Shantou,China,"5,502,031",Infrastructure,City Wide,10.3,11.8,113%,90%,29.2,2.1,0,Other,,23.36,116.68,,,,,,,,,,,,,,,,,,,,,
Shantou,China,"5,502,031",Infrastructure,Best Area,22.1,20.1,102%,99%,42.2,0.6,11,Other,,23.36,116.68,,,,,,,,,,,,,,,,,,,,,
Shantou,China,"5,502,031",Balanced,City Wide,9.1,12.6,113%,90%,26.3,2.1,0,Other,,23.36,116.68,,,,,,,,,,,,,,,,,,,,,
Shantou,China,"5,502,031",Balanced,Best Area,21.7,19.3,102%,99%,41.0,0.6,12,Other,,23.36,116.68,,,,,,,,,,,,,,,,,,,,,
Shantou,China,"5,502,031",Destination,City Wide,8.2,13.3,113%,90%,24.1,2.1,0,Other,,23.36,116.68,,,,,,,,,,,,,,,,,,,,,
Shantou,China,"5,502,031",Destination,Best Area,21.5,18.4,102%,99%,39.9,0.6,12,Other,,23.36,116.68,,,,,,,,,,,,,,,,,,,,,
Linden,Guyana,"33,183",Infrastructure,City Wide,16.3,4.4,99%,99%,21.4,-0.1,1,Other,,6.01,-58.31,,,,,,,,,,,,,,,,,,,,,
Linden,Guyana,"33,183",Infrastructure,Best Area,20.7,1.2,96%,105%,21.9,-2.0,1,Other,,6.01,-58.31,,,,,,,,,,,,,,,,,,,,,
Linden,Guyana,"33,183",Balanced,City Wide,16.5,5.1,99%,99%,22.3,-0.1,1,Other,,6.01,-58.31,,,,,,,,,,,,,,,,,,,,,
Linden,Guyana,"33,183",Balanced,Best Area,21.6,0.8,96%,105%,22.4,-2.0,2,Other,,6.01,-58.31,,,,,,,,,,,,,,,,,,,,,
Linden,Guyana,"33,183",Destination,City Wide,16.4,6.3,99%,99%,22.8,-0.1,1,Other,,6.01,-58.31,,,,,,,,,,,,,,,,,,,,,
Linden,Guyana,"33,183",Destination,Best Area,22.7,1.9,96%,105%,24.6,-2.0,2,Other,,6.01,-58.31,,,,,,,,,,,,,,,,,,,,,
Alexandria,Egypt,"5,362,527",Infrastructure,City Wide,20.4,3.6,144%,52%,23.9,13.0,0,Other,,30.94,29.77,,,,,,,,,,,,,,,,,,,,,
Alexandria,Egypt,"5,362,527",Infrastructure,Best Area,24.0,4.5,111%,87%,28.5,5.2,0,Other,,30.94,29.77,,,,,,,,,,,,,,,,,,,,,
Alexandria,Egypt,"5,362,527",Balanced,City Wide,14.2,7.4,144%,52%,22.4,13.0,0,Other,,30.94,29.77,,,,,,,,,,,,,,,,,,,,,
Alexandria,Egypt,"5,362,527",Balanced,Best Area,21.6,14.4,111%,87%,36.0,5.2,0,Other,,30.94,29.77,,,,,,,,,,,,,,,,,,,,,
Alexandria,Egypt,"5,362,527",Destination,City Wide,7.4,11.4,144%,52%,21.5,13.0,0,Other,,30.94,29.77,,,,,,,,,,,,,,,,,,,,,
Alexandria,Egypt,"5,362,527",Destination,Best Area,18.8,23.7,111%,87%,42.5,5.2,0,Other,,30.94,29.77,,,,,,,,,,,,,,,,,,,,,
Bangui,Central African Republic,"1,048,000",Infrastructure,City Wide,11.6,4.1,89%,110%,17.5,-2.8,0,Other,,4.36,18.58,,,,,,,,,,,,,,,,,,,,,
Bangui,Central African Republic,"1,048,000",Infrastructure,Best Area,15.7,4.5,73%,119%,20.2,-9.9,0,Other,,4.36,18.58,,,,,,,,,,,,,,,,,,,,,
Bangui,Central African Republic,"1,048,000",Balanced,City Wide,13.1,8.5,89%,110%,23.0,-2.8,0,Other,,4.36,18.58,,,,,,,,,,,,,,,,,,,,,
Bangui,Central African Republic,"1,048,000",Balanced,Best Area,21.6,3.9,73%,119%,25.5,-9.9,0,Other,,4.36,18.58,,,,,,,,,,,,,,,,,,,,,
Bangui,Central African Republic,"1,048,000",Destination,City Wide,14.4,11.2,89%,110%,27.1,-2.8,0,Other,,4.36,18.58,,,,,,,,,,,,,,,,,,,,,
Bangui,Central African Republic,"1,048,000",Destination,Best Area,25.6,4.1,73%,119%,29.7,-9.9,0,Other,,4.36,18.58,,,,,,,,,,,,,,,,,,,,,
Ningbo*,China,"9,404,283",Infrastructure,City Wide,8.5,14.9,109%,90%,23.7,1.5,0,Other,,29.86,121.62,,,,,,,,,,,,,,,,,,,,,
Ningbo*,China,"9,404,283",Infrastructure,Best Area,23.4,37.0,108%,95%,60.4,2.9,0,Other,,29.86,121.62,,,,,,,,,,,,,,,,,,,,,
Ningbo*,China,"9,404,283",Balanced,City Wide,7.8,13.8,109%,90%,21.2,1.5,0,Other,,29.86,121.62,,,,,,,,,,,,,,,,,,,,,
Ningbo*,China,"9,404,283",Balanced,Best Area,21.6,32.8,108%,95%,54.4,2.9,0,Other,,29.86,121.62,,,,,,,,,,,,,,,,,,,,,
Ningbo*,China,"9,404,283",Destination,City Wide,7.0,13.5,109%,90%,19.7,1.5,0,Other,,29.86,121.62,,,,,,,,,,,,,,,,,,,,,
Ningbo*,China,"9,404,283",Destination,Best Area,20.5,29.3,108%,95%,49.8,2.9,0,Other,,29.86,121.62,,,,,,,,,,,,,,,,,,,,,
Changsha*,China,"10,047,914",Infrastructure,City Wide,7.7,10.4,103%,99%,20.0,0.3,0,Other,,28.15,113.24,,,,,,,,,,,,,,,,,,,,,
Changsha*,China,"10,047,914",Infrastructure,Best Area,18.1,13.7,84%,119%,31.8,-7.7,0,Other,,28.15,113.24,,,,,,,,,,,,,,,,,,,,,
Changsha*,China,"10,047,914",Balanced,City Wide,7.5,14.1,103%,99%,22.8,0.3,0,Other,,28.15,113.24,,,,,,,,,,,,,,,,,,,,,
Changsha*,China,"10,047,914",Balanced,Best Area,21.6,12.2,84%,119%,33.8,-7.7,0,Other,,28.15,113.24,,,,,,,,,,,,,,,,,,,,,
Changsha*,China,"10,047,914",Destination,City Wide,7.4,18.4,103%,99%,24.2,0.3,0,Other,,28.15,113.24,,,,,,,,,,,,,,,,,,,,,
Changsha*,China,"10,047,914",Destination,Best Area,25.8,10.6,84%,119%,36.4,-7.7,0,Other,,28.15,113.24,,,,,,,,,,,,,,,,,,,,,
Mbabane,Swaziland,"61,000",Infrastructure,City Wide,14.2,4.3,95%,101%,19.3,-0.9,0,Other,,-26.31,31.13,,,,,,,,,,,,,,,,,,,,,
Mbabane,Swaziland,"61,000",Infrastructure,Best Area,18.5,3.0,86%,115%,21.5,-6.1,0,Other,,-26.31,31.13,,,,,,,,,,,,,,,,,,,,,
Mbabane,Swaziland,"61,000",Balanced,City Wide,15.0,6.4,95%,101%,22.6,-0.9,0,Other,,-26.31,31.13,,,,,,,,,,,,,,,,,,,,,
Mbabane,Swaziland,"61,000",Balanced,Best Area,21.4,1.3,86%,115%,22.7,-6.1,0,Other,,-26.31,31.13,,,,,,,,,,,,,,,,,,,,,
Mbabane,Swaziland,"61,000",Destination,City Wide,15.1,9.5,95%,101%,26.1,-0.9,0,Other,,-26.31,31.13,,,,,,,,,,,,,,,,,,,,,
Mbabane,Swaziland,"61,000",Destination,Best Area,24.6,3.6,86%,115%,28.2,-6.1,0,Other,,-26.31,31.13,,,,,,,,,,,,,,,,,,,,,
Dodoma City,Tanzania,"765,179",Infrastructure,City Wide,19.5,3.0,131%,69%,22.8,9.2,0,Other,,-6.15,35.78,,,,,,,,,,,,,,,,,,,,,
Dodoma City,Tanzania,"765,179",Infrastructure,Best Area,22.5,3.2,107%,92%,25.7,3.1,0,Other,,-6.15,35.78,,,,,,,,,,,,,,,,,,,,,
Dodoma City,Tanzania,"765,179",Balanced,City Wide,14.9,6.2,131%,69%,21.8,9.2,0,Other,,-6.15,35.78,,,,,,,,,,,,,,,,,,,,,
Dodoma City,Tanzania,"765,179",Balanced,Best Area,21.1,11.6,107%,92%,32.7,3.1,0,Other,,-6.15,35.78,,,,,,,,,,,,,,,,,,,,,
Dodoma City,Tanzania,"765,179",Destination,City Wide,10.3,9.1,131%,69%,22.3,9.2,0,Other,,-6.15,35.78,,,,,,,,,,,,,,,,,,,,,
Dodoma City,Tanzania,"765,179",Destination,Best Area,19.4,19.1,107%,92%,38.5,3.1,0,Other,,-6.15,35.78,,,,,,,,,,,,,,,,,,,,,
Zhongshan,China,"4,418,060",Infrastructure,City Wide,12.5,10.8,119%,80%,23.4,4.1,0,Other,,22.52,113.39,,,,,,,,,,,,,,,,,,,,,
Zhongshan,China,"4,418,060",Infrastructure,Best Area,23.3,27.2,111%,96%,50.5,3.2,0,Other,,22.52,113.39,,,,,,,,,,,,,,,,,,,,,
Zhongshan,China,"4,418,060",Balanced,City Wide,10.5,10.5,119%,80%,23.2,4.1,0,Other,,22.52,113.39,,,,,,,,,,,,,,,,,,,,,
Zhongshan,China,"4,418,060",Balanced,Best Area,21.0,25.7,111%,96%,46.7,3.2,0,Other,,22.52,113.39,,,,,,,,,,,,,,,,,,,,,
Zhongshan,China,"4,418,060",Destination,City Wide,8.4,11.7,119%,80%,22.7,4.1,0,Other,,22.52,113.39,,,,,,,,,,,,,,,,,,,,,
Zhongshan,China,"4,418,060",Destination,Best Area,20.1,22.4,111%,96%,42.5,3.2,0,Other,,22.52,113.39,,,,,,,,,,,,,,,,,,,,,
Lagos,Nigeria,"17,804,000",Infrastructure,City Wide,15.6,5.4,111%,91%,22.0,2.7,0,Other,,6.53,3.58,,,,,,,,,,,,,,,,,,,,,
Lagos,Nigeria,"17,804,000",Infrastructure,Best Area,21.0,2.3,101%,108%,23.3,-1.4,0,Other,,6.53,3.58,,,,,,,,,,,,,,,,,,,,,
Lagos,Nigeria,"17,804,000",Balanced,City Wide,14.1,6.6,111%,91%,21.4,2.7,0,Other,,6.53,3.58,,,,,,,,,,,,,,,,,,,,,
Lagos,Nigeria,"17,804,000",Balanced,Best Area,20.7,9.5,101%,108%,30.2,-1.4,0,Other,,6.53,3.58,,,,,,,,,,,,,,,,,,,,,
Lagos,Nigeria,"17,804,000",Destination,City Wide,12.9,9.5,111%,91%,22.3,2.7,0,Other,,6.53,3.58,,,,,,,,,,,,,,,,,,,,,
Lagos,Nigeria,"17,804,000",Destination,Best Area,22.4,14.4,101%,108%,36.8,-1.4,0,Other,,6.53,3.58,,,,,,,,,,,,,,,,,,,,,
Haiphong,Vietnam,"2,000,000",Infrastructure,City Wide,14.0,6.9,133%,70%,21.4,6.6,6,Other,,20.86,106.68,,,,,,,,,,,,,,,,,,,,,
Haiphong,Vietnam,"2,000,000",Infrastructure,Best Area,20.9,5.2,101%,111%,26.1,-2.0,14,Other,,20.86,106.68,,,,,,,,,,,,,,,,,,,,,
Haiphong,Vietnam,"2,000,000",Balanced,City Wide,10.5,10.1,133%,70%,20.3,6.6,6,Other,,20.86,106.68,,,,,,,,,,,,,,,,,,,,,
Haiphong,Vietnam,"2,000,000",Balanced,Best Area,20.6,13.8,101%,111%,34.4,-2.0,15,Other,,20.86,106.68,,,,,,,,,,,,,,,,,,,,,
Haiphong,Vietnam,"2,000,000",Destination,City Wide,7.4,15.5,133%,70%,24.7,6.6,6,Other,,20.86,106.68,,,,,,,,,,,,,,,,,,,,,
Haiphong,Vietnam,"2,000,000",Destination,Best Area,22.9,18.3,101%,111%,41.2,-2.0,16,Other,,20.86,106.68,,,,,,,,,,,,,,,,,,,,,
Nanchang,China,"6,255,007",Infrastructure,City Wide,10.6,10.5,110%,92%,21.3,1.8,0,Other,,28.65,116.03,,,,,,,,,,,,,,,,,,,,,
Nanchang,China,"6,255,007",Infrastructure,Best Area,21.1,22.9,103%,107%,44.0,-0.9,0,Other,,28.65,116.03,,,,,,,,,,,,,,,,,,,,,
Nanchang,China,"6,255,007",Balanced,City Wide,9.6,10.9,110%,92%,23.2,1.8,0,Other,,28.65,116.03,,,,,,,,,,,,,,,,,,,,,
Nanchang,China,"6,255,007",Balanced,Best Area,20.5,17.7,103%,107%,38.2,-0.9,0,Other,,28.65,116.03,,,,,,,,,,,,,,,,,,,,,
Nanchang,China,"6,255,007",Destination,City Wide,8.8,13.2,110%,92%,23.3,1.8,0,Other,,28.65,116.03,,,,,,,,,,,,,,,,,,,,,
Nanchang,China,"6,255,007",Destination,Best Area,22.0,16.3,103%,107%,38.3,-0.9,0,Other,,28.65,116.03,,,,,,,,,,,,,,,,,,,,,
Wuhan,China,"12,326,518",Infrastructure,City Wide,12.9,9.9,123%,80%,22.0,4.5,0,Other,,30.58,114.29,,,,,,,,,,,,,,,,,,,,,
Wuhan,China,"12,326,518",Infrastructure,Best Area,22.8,22.4,112%,102%,45.2,2.0,1,Other,,30.58,114.29,,,,,,,,,,,,,,,,,,,,,
Wuhan,China,"12,326,518",Balanced,City Wide,10.5,9.9,123%,80%,19.9,4.5,0,Other,,30.58,114.29,,,,,,,,,,,,,,,,,,,,,
Wuhan,China,"12,326,518",Balanced,Best Area,20.4,28.0,112%,102%,48.4,2.0,1,Other,,30.58,114.29,,,,,,,,,,,,,,,,,,,,,
Wuhan,China,"12,326,518",Destination,City Wide,8.4,12.4,123%,80%,22.3,4.5,0,Other,,30.58,114.29,,,,,,,,,,,,,,,,,,,,,
Wuhan,China,"12,326,518",Destination,Best Area,20.8,30.7,112%,102%,51.5,2.0,1,Other,,30.58,114.29,,,,,,,,,,,,,,,,,,,,,
Huambo,Angola,"800,000",Infrastructure,City Wide,18.1,4.3,132%,72%,23.5,8.3,0,Other,,-12.61,15.74,,,,,,,,,,,,,,,,,,,,,
Huambo,Angola,"800,000",Infrastructure,Best Area,22.4,1.1,110%,96%,23.5,3.0,4,Other,,-12.61,15.74,,,,,,,,,,,,,,,,,,,,,
Huambo,Angola,"800,000",Balanced,City Wide,13.7,6.6,132%,72%,24.1,8.3,0,Other,,-12.61,15.74,,,,,,,,,,,,,,,,,,,,,
Huambo,Angola,"800,000",Balanced,Best Area,20.3,3.8,110%,96%,24.1,3.0,4,Other,,-12.61,15.74,,,,,,,,,,,,,,,,,,,,,
