City/municipality,State/ Country,Population,Focus,Aggregation,Average Score,Disparity,Infra ratio,Dest ratio,Highest Point,Focus Disparity,Safe Area (sq mi),Bike Network (mi),Bike Network %,Bike Paths (mi),Bike Paths %,Bike Lanes (mi),Bike Lanes %,Friendly (mi),Friendly %,Shared Road (miles),Shared Road %,Other (miles),Other %,Total Network,Destinations,Bike Parking,Destination Score,Bad Ints  / mi,Furthest Reach #1 (mi),Furthest Reach #2 (mi),Furthest Reach #3 (mi),PFB rank dif,Copenhagen rank dif
Honolulu,HI,149424.0,Balanced,Best Area,51.6,8.1,93%,107%,59.7,-7.4,,,,,,,,,,,,,,,,,,,,,,,
Honolulu,HI,149424.0,Destination,City Wide,32.5,22.7,91%,107%,61.8,-4.7,,,,,,,,,,,,0.6,,,,,,,,,0.6,,
Honolulu,HI,149424.0,Destination,Best Area,55.2,8.4,93%,107%,63.6,-7.4,,,,,,,,,,,,,,,,,,,,,,65.0,
Ouagadougou,Burkina Faso,3689330.0,Infrastructure,City Wide,30.7,5.4,101%,98%,36.3,0.9,,0.0,,,,,,,,,,,,,,0.0,,,,,,,
Ouagadougou,Burkina Faso,3689330.0,Infrastructure,Best Area,36.1,8.4,99%,104%,44.5,-1.7,,,,,,,,,,,,,0.391,,,0.0,,,,,,,
Ouagadougou,Burkina Faso,3689330.0,Balanced,City Wide,30.4,6.0,101%,98%,37.2,0.9,,0.0,,,,,,,,,,,,,,0.0,,,,,,,
Ouagadougou,Burkina Faso,3689330.0,Balanced,Best Area,36.4,5.9,99%,104%,42.3,-1.7,,,,,,,,,,,,,0.418,,,,,,,,,,
Ouagadougou,Burkina Faso,3689330.0,Destination,City Wide,29.8,8.0,101%,98%,40.1,0.9,,0.0,,,,,,,,,,,,,,,,,,,,,
Ouagadougou,Burkina Faso,3689330.0,Destination,Best Area,37.8,5.1,99%,104%,42.9,-1.7,,,,0.0,,,,,,,,,0.418,,,,,,,,,,
Macau,China,723000.0,Infrastructure,City Wide,23.1,10.5,77%,118%,35.5,-12.4,1.0,0.0,,,,,,,,11.20,,0.5,,12.0,,,,6.4,0.8,0.6,0.3,,
Macau,China,723000.0,Infrastructure,Best Area,33.6,2.1,79%,118%,35.7,-16.8,1.0,0.0,,0.0,,,,,,23.30,,0.4,,24.0,,0.0,,12.6,0.8,0.7,0.7,,
Macau,China,723000.0,Balanced,City Wide,30.0,12.8,77%,118%,45.1,-12.4,1.0,0.0,,,,,,,,11.10,,0.4,,12.0,,,,6.7,0.8,0.6,0.3,,
Macau,China,723000.0,Balanced,Best Area,42.8,2.5,79%,118%,45.3,-16.8,1.0,0.0,,0.0,,,,,,23.30,,0.4,,24.0,,0.0,,12.6,0.8,0.7,0.7,,
Macau,China,723000.0,Destination,City Wide,35.5,14.9,77%,118%,52.9,-12.4,1.0,0.0,,,,,,,,11.10,,0.4,,12.0,,,,6.7,0.8,0.6,0.3,,
Macau,China,723000.0,Destination,Best Area,50.4,2.9,79%,118%,53.3,-16.8,1.0,0.0,,0.0,,,,,,,,0.4,,24.0,,0.0,,12.6,0.8,0.7,0.7,,
Baghdad,Iraq,8370000.0,Infrastructure,City Wide,26.4,5.2,89%,110%,31.9,-6.4,,0.0,,,,,,,,,,,,,,,,,,,,,
Baghdad,Iraq,8370000.0,Infrastructure,Best Area,31.6,3.9,84%,115%,35.5,-11.6,,0.0,,0.0,,,,,,,,,,,,0.0,,,1.3,,,,
Baghdad,Iraq,8370000.0,Balanced,City Wide,29.8,7.9,89%,110%,38.4,-6.4,,0.0,,,,,,,,,,,,,,,,,,,,,
Baghdad,Iraq,8370000.0,Balanced,Best Area,37.7,6.7,84%,115%,44.4,-11.6,2.0,0.0,,0.0,,,,,,,,0.8,,,,0.0,,,1.1,1.0,0.8,,
Baghdad,Iraq,8370000.0,Destination,City Wide,32.8,10.4,89%,110%,44.9,-6.4,,0.0,,,,,,,,,,,,,,,,,,,,,
Baghdad,Iraq,8370000.0,Destination,Best Area,43.2,8.5,84%,115%,51.7,-11.6,2.0,0.0,,0.0,,,,,,,,,,,,0.0,,,1.1,0.9,0.7,,
Cotonou,Benin,780000.0,Infrastructure,City Wide,26.0,3.5,87%,111%,29.5,-7.1,,0.0,0,,0,,0,,0,,0.988,0.4,0.012,,,,,,1.1,,,,
Cotonou,Benin,780000.0,Infrastructure,Best Area,29.5,1.7,85%,114%,31.2,-10.1,2.0,0.0,0,0.0,0,,0,,0,,0.992,0.3,0.008,,,0.0,,,1.2,1.0,,,
Cotonou,Benin,780000.0,Balanced,City Wide,29.8,5.0,87%,111%,35.1,-7.1,,0.0,0,,0,,0,,0,,0.988,0.4,0.012,,,,,,1.1,,,,
Cotonou,Benin,780000.0,Balanced,Best Area,34.8,1.7,85%,114%,36.5,-10.1,2.0,0.0,0,0.0,0,,0,,0,,0.992,0.3,0.008,,,0.0,,,1.1,1.0,,,
Cotonou,Benin,780000.0,Destination,City Wide,33.1,6.5,87%,111%,40.0,-7.1,,0.0,0,,0,,0,,0,,0.988,0.4,0.012,,,,,,1.1,,,,
Cotonou,Benin,780000.0,Destination,Best Area,39.6,2.8,85%,114%,42.4,-10.1,,0.0,0,0.0,0,,0,,0,,0.99,0.3,0.01,,,0.0,,,1.1,,,,
George Town,Malaysia,794313.0,Infrastructure,City Wide,26.6,14.3,90%,107%,43.2,-4.8,,,,,,,,,,,,,0.415,,,,,,,,,,
George Town,Malaysia,794313.0,Infrastructure,Best Area,40.9,9.7,93%,107%,50.6,-6.3,,,,,,,,,,,,,,,,,,,,,,,
George Town,Malaysia,794313.0,Balanced,City Wide,29.4,14.7,90%,107%,45.8,-4.8,,,,,,,,,,,,,0.4,,,,,,,,,,
George Town,Malaysia,794313.0,Balanced,Best Area,44.1,12.0,93%,107%,56.1,-6.3,,,,,,,,,,,,,,,,,,,,,,,
George Town,Malaysia,794313.0,Destination,City Wide,31.4,15.8,90%,107%,49.2,-4.8,,,,,,,,,,,,,0.4,,,,,,,,,,
George Town,Malaysia,794313.0,Destination,Best Area,47.2,13.9,93%,107%,61.1,-6.3,,,,,,,,,,,,,,,,,,,,,,,
Auckland,!New Zealand,1571718.0,Infrastructure,City Wide,27.9,30.5,96%,103%,57.8,-1.9,,,,,,,,,,,,,,,,,,,,,0.5,,
Auckland,!New Zealand,1571719.0,Infrastructure,Best Area,58.4,12.9,101%,99%,71.3,1.4,,,,,,,,,,,,,,,,,,,,,,,
Auckland,!New Zealand,1571720.0,Balanced,City Wide,29.0,28.6,96%,103%,56.7,-1.9,,,,,,,,,,,,,,,,,,,,,0.5,,
Auckland,!New Zealand,1571721.0,Balanced,Best Area,57.6,16.8,101%,99%,74.4,1.4,,,,,,,,,,,,,,,,,,,,,,,
Auckland,!New Zealand,1571722.0,Destination,City Wide,29.8,27.2,96%,103%,55.7,-1.9,,,,,,,,,,,,,,,,,,,,,0.5,,
Auckland,!New Zealand,1571723.0,Destination,Best Area,57.0,20.4,101%,99%,77.4,1.4,,,,,,,,,,,,,,,,,,,,,,,
Damascus Governorate,Syria,1880000.0,Infrastructure,City Wide,23.9,9.2,82%,114%,34.4,-9.1,1.0,0.0,0.017,,0.001,,0.001,,,,0.949,0.7,,,,,,,1.0,0.8,0.5,,
Damascus Governorate,Syria,1880000.0,Infrastructure,Best Area,33.1,4.7,83%,115%,37.8,-12.9,2.0,,0.03,0.0,0.002,,0.002,,,,0.947,0.8,,33.0,,0.0,,,1.1,0.9,0.7,,
Damascus Governorate,Syria,1880000.0,Balanced,City Wide,29.0,11.1,82%,114%,41.8,-9.1,1.0,0.0,0.017,,0.001,,0.001,,,,0.952,0.6,,,,,,,1.0,0.7,0.4,,
Damascus Governorate,Syria,1880000.0,Balanced,Best Area,40.1,5.3,83%,115%,45.4,-12.9,2.0,,0.03,0.0,0.002,,0.001,,,,0.945,0.8,,,,0.0,,,1.1,0.9,0.7,,
Damascus Governorate,Syria,1880000.0,Destination,City Wide,33.0,13.0,82%,114%,48.1,-9.1,1.0,0.0,0.017,,0.001,,0.001,,0.014,,0.952,0.6,,,,,,,1.0,0.7,0.4,,
Damascus Governorate,Syria,1880000.0,Destination,Best Area,46.0,5.9,83%,115%,51.9,-12.9,,,0.03,0.0,0.001,,0.001,,,,0.95,0.6,,,,0.0,,,1.1,0.9,0.7,,
Monterrey,Mexico,1171399.0,Infrastructure,City Wide,26.7,5.7,92%,106%,33.8,-4.0,,0.0,0.009,,0.005,,0,,0.003,,0.983,0.4,0.008,,,,,,,,,,
Monterrey,Mexico,1171399.0,Infrastructure,Best Area,32.4,4.8,91%,108%,37.2,-6.1,,,0.032,,0.025,,0,,0.007,,0.953,0.9,,,,,,,,,,,
Monterrey,Mexico,1171399.0,Balanced,City Wide,28.9,6.6,92%,106%,36.6,-4.0,,,0.009,,0.006,,0,,0.003,,0.982,0.5,0.009,,,,,,,,,,
Monterrey,Mexico,1171399.0,Balanced,Best Area,35.5,6.6,91%,108%,42.1,-6.1,,,0.031,,0.023,,0,,0.007,,0.955,,,,,,,,,,,,
Monterrey,Mexico,1171399.0,Destination,City Wide,30.7,7.8,92%,106%,39.2,-4.0,,,0.009,,0.006,,0,,0.003,,0.982,0.5,0.009,,,,,,,,,,
Monterrey,Mexico,1171399.0,Destination,Best Area,38.5,9.1,91%,108%,47.6,-6.1,,,0.029,,0.022,,0,,0.006,,0.957,,,,,,,,,,,,
Baton Rouge,LA,223699.0,Infrastructure,City Wide,28.0,13.9,97%,102%,41.4,-1.4,,,,,,,,,,,,0.5,,,,,,,,,,,
Baton Rouge,LA,223699.0,Infrastructure,Best Area,41.9,11.3,103%,98%,53.2,2.2,,,,,,,,,,,,,,,,,,,,,,,
Baton Rouge,LA,223699.0,Balanced,City Wide,28.8,11.8,97%,102%,42.6,-1.4,,,,,,,,,,,,0.5,,,,,,,,,,,
Baton Rouge,LA,223699.0,Balanced,Best Area,40.6,9.7,103%,98%,50.3,2.2,,,,,,,,,,,,,,,,,,,,,,,
Baton Rouge,LA,223699.0,Destination,City Wide,29.4,10.3,97%,102%,43.9,-1.4,,,,,,,,,,,,0.5,,,,,,,,,,,
Baton Rouge,LA,223699.0,Destination,Best Area,39.7,7.5,103%,98%,47.2,2.2,,,,,,,,,,,,,,,,,,,,,,,
Khartoum,Sudan,6980600.0,Infrastructure,City Wide,26.8,4.5,93%,106%,31.9,-3.7,,0.0,,,,,,,,,,,,,,,,,,,,,
Khartoum,Sudan,6980600.0,Infrastructure,Best Area,31.3,1.6,87%,112%,32.9,-8.8,,0.0,,0.0,,,,,,,,,,,,0.0,,,1.3,,,,
Khartoum,Sudan,6980600.0,Balanced,City Wide,28.8,7.1,93%,106%,36.4,-3.7,,0.0,,,,,,,,,,,,,,,,,,,,,
Khartoum,Sudan,6980600.0,Balanced,Best Area,35.9,2.8,87%,112%,38.7,-8.8,,0.0,,0.0,,,,,,,,,,,,0.0,,,,,,,
Khartoum,Sudan,6980600.0,Destination,City Wide,30.5,9.6,93%,106%,40.7,-3.7,,0.0,,,,,,,,,,,,,,,,,,,,,
Khartoum,Sudan,6980600.0,Destination,Best Area,40.1,4.7,87%,112%,44.8,-8.8,,0.0,,0.0,,,,,,,,,,,,0.0,,,,,,,
Fort Worth,TX,941311.0,Infrastructure,City Wide,28.9,20.0,101%,98%,54.4,0.8,,,,,,,,,,,,,,,,,,,,,,,
Fort Worth,TX,941311.0,Infrastructure,Best Area,48.9,16.5,106%,93%,65.4,5.9,,,,,,,,,,,,,,,,,,,,,,,
Fort Worth,TX,941311.0,Balanced,City Wide,28.6,17.4,101%,98%,50.0,0.8,,,,,,,,,,,,,,,,,,,,,,,
Fort Worth,TX,941311.0,Balanced,Best Area,46.0,13.9,106%,93%,59.9,5.9,,,,,,,,,,,,,,,,,,,,,,,
Fort Worth,TX,941311.0,Destination,City Wide,28.1,14.9,101%,98%,45.7,0.8,,,,,,,,,,,,,,,,,,,,,,,
Fort Worth,TX,941311.0,Destination,Best Area,43.0,11.2,106%,93%,54.2,5.9,,,,,,,,,,,,,,,,,,,,,,,
Guatemala City,Guatemala,1221739.0,Infrastructure,City Wide,25.0,13.0,87%,110%,40.9,-6.5,1.0,,,,,,,,,,,,,,,,,,1.1,0.8,0.5,,
Guatemala City,Guatemala,1221739.0,Infrastructure,Best Area,38.0,7.3,87%,113%,45.3,-11.4,,,,,,,,,,,,0.9,,,,,,,,,0.8,,
Guatemala City,Guatemala,1221739.0,Balanced,City Wide,28.6,15.3,87%,110%,47.7,-6.5,1.0,,,,,,,,,,,0.6,,,,,,,1.1,0.8,0.5,,
Guatemala City,Guatemala,1221739.0,Balanced,Best Area,43.9,8.2,87%,113%,52.1,-11.4,,,,,,,,,,,,,,,,,,,,,,,
Guatemala City,Guatemala,1221739.0,Destination,City Wide,31.5,17.9,87%,110%,52.4,-6.5,1.0,,,,,,,,,,,0.6,,,,,,,,0.8,0.5,,
Guatemala City,Guatemala,1221739.0,Destination,Best Area,49.4,8.8,87%,113%,58.2,-11.4,,,,,,,,,,,,,,,,,,,,,,,
Durham,NC,288465.0,Infrastructure,City Wide,28.2,23.6,99%,100%,55.0,-0.4,,,,,,,,,,,,,,,,,,,,,,,
Durham,NC,288465.0,Infrastructure,Best Area,51.8,6.4,104%,96%,58.2,3.9,,,,,,,,,,,,,,,,,,,,,,,
Durham,NC,288465.0,Balanced,City Wide,28.5,21.3,99%,100%,51.2,-0.4,,,,,,,,,,,,,,,,,,,,,,,
Durham,NC,288465.0,Balanced,Best Area,49.8,4.2,104%,96%,54.0,3.9,,,,,,,,,,,,,,,,,,,,,,,
Durham,NC,288465.0,Destination,City Wide,28.6,19.3,99%,100%,48.9,-0.4,,,,,,,,,,,,,,,,,,,,,,,
Durham,NC,288465.0,Destination,Best Area,47.9,3.8,104%,96%,51.7,3.9,,,,,,,,,,,,,,,,,,,,,,,
Nairobi,Kenya,6002290.0,Infrastructure,City Wide,25.4,9.7,90%,108%,36.5,-5.1,,0.0,,,,,,,,,,,,,,,,,,,,,
Nairobi,Kenya,6002290.0,Infrastructure,Best Area,35.1,13.6,85%,113%,48.7,-11.4,,,,,,,,,,,,,,,,0.0,,,,,,,
Nairobi,Kenya,6002290.0,Balanced,City Wide,28.2,12.9,90%,108%,44.3,-5.1,,0.0,,,,,,,,,,,,,,,,,,,,,
Nairobi,Kenya,6002290.0,Balanced,Best Area,41.1,11.4,85%,113%,52.5,-11.4,2.0,,,,,,,,,,,,,,,0.0,,,,,0.8,,
Nairobi,Kenya,6002290.0,Destination,City Wide,30.5,16.0,90%,108%,50.1,-5.1,,0.0,,,,,,,,,,,,,,,,,,,,,
Nairobi,Kenya,6002290.0,Destination,Best Area,46.5,10.9,85%,113%,57.4,-11.4,,,,,,,,,,,,,,,,0.0,,,,,0.7,,
Lexington,KY,321122.0,Infrastructure,City Wide,29.3,21.4,104%,95%,53.5,2.6,,,,,,,,,,,,,,,,,,,,,,,
Lexington,KY,321122.0,Infrastructure,Best Area,50.7,6.5,105%,96%,57.2,4.2,,,,,,,,,,,,,,,,,,,,,,,
Lexington,KY,321122.0,Balanced,City Wide,28.1,20.4,104%,95%,52.4,2.6,,,,,,,,,,,,,,,,,,,,,,,
Lexington,KY,321122.0,Balanced,Best Area,48.5,6.8,105%,96%,55.3,4.2,,,,,,,,,,,,,,,,,,,,,,,
Lexington,KY,321122.0,Destination,City Wide,26.7,19.8,104%,95%,51.1,2.6,,,,,,,,,,,,,,,,,,,,,,,
Lexington,KY,321122.0,Destination,Best Area,46.5,7.1,105%,96%,53.6,4.2,,,,,,,,,,,,,,,,,,,,,,,
Manchester,NH,589000.0,Infrastructure,City Wide,25.4,11.7,90%,108%,37.7,-5.0,,,,,,,,,,,,,,,,,,,,,,,
Manchester,NH,589000.0,Infrastructure,Best Area,37.1,3.5,91%,109%,40.6,-7.5,,,,,,,,,,,,,,,,,,,,,,,
Manchester,NH,589000.0,Balanced,City Wide,28.1,12.8,90%,108%,41.8,-5.0,,,,,,,,,,,,,,,,,,,,,,,
Manchester,NH,589000.0,Balanced,Best Area,40.9,2.6,91%,109%,43.5,-7.5,,,,,,,,,,,,,,,,,,,,,,,
Manchester,NH,589000.0,Destination,City Wide,30.4,14.2,90%,108%,46.1,-5.0,,,,,,,,,,,,,,,,,,,,,,,
Manchester,NH,589000.0,Destination,Best Area,44.6,2.7,91%,109%,47.3,-7.5,,,,,,,,,,,,,,,,,,,,,,,
Nouakchott,Mauritania,1446761.0,Infrastructure,City Wide,27.7,2.5,99%,101%,30.5,-0.8,,0.0,,,,,,,,,,,,,,,,,,,,,
Nouakchott,Mauritania,1446761.0,Infrastructure,Best Area,30.2,1.2,94%,107%,31.4,-4.0,,0.0,,0.0,,,,,,,,,0.01,,,,,,,,,,
Nouakchott,Mauritania,1446761.0,Balanced,City Wide,28.1,4.0,99%,101%,32.3,-0.8,,0.0,,,,,,,,,,,,,,,,,,,,,
Nouakchott,Mauritania,1446761.0,Balanced,Best Area,32.1,4.0,94%,107%,36.1,-4.0,,0.0,,0.0,,,,,,,,,0.012,,,,,,,,,,
Nouakchott,Mauritania,1446761.0,Destination,City Wide,28.5,5.7,99%,101%,34.7,-0.8,,0.0,,,,,,,,,,,,,,,,,,,,,
Nouakchott,Mauritania,1446761.0,Destination,Best Area,34.2,6.3,94%,107%,40.5,-4.0,,0.0,,0.0,,,,,,,,,,,,,,,,,,,
Columbia,SC,149000.0,Infrastructure,City Wide,26.4,10.2,95%,104%,40.1,-2.5,,,,,,,,,,,,,,,,,,,,,,,
Columbia,SC,149000.0,Infrastructure,Best Area,36.6,7.8,92%,107%,44.4,-5.9,,,,,,,,,,,,0.9,,,,,,6.5,,,,,
Columbia,SC,149000.0,Balanced,City Wide,27.8,11.8,95%,104%,43.4,-2.5,,,,,,,,,,,,,,,,,,,,,,,
Columbia,SC,149000.0,Balanced,Best Area,39.6,8.2,92%,107%,47.8,-5.9,,,,,,,,,,,,,,,,,,6.5,,,,,
Columbia,SC,149000.0,Destination,City Wide,28.9,13.6,95%,104%,46.4,-2.5,,,,,,,,,,,,,,,,,,,,,,,
Columbia,SC,149000.0,Destination,Best Area,42.5,8.5,92%,107%,51.0,-5.9,,,,,,,,,,,,,,,,,,6.5,,,,,
Havana,Cuba,2142939.0,Infrastructure,City Wide,24.3,10.2,88%,110%,36.2,-6.3,,0.0,,,,,,,,,,,,,,,,,,,,,
Havana,Cuba,2142939.0,Infrastructure,Best Area,34.5,5.5,84%,114%,40.0,-12.3,,,,0.0,,,,,,,,,,,,,,,,,,,
Havana,Cuba,2142939.0,Balanced,City Wide,27.7,13.4,88%,110%,43.0,-6.3,,0.0,,,,,,,,,,,,,,,,,,,,,
Havana,Cuba,2142939.0,Balanced,Best Area,41.1,8.0,84%,114%,49.1,-12.3,,,,0.0,,,,,,,,,,,,,,,,,,,
Havana,Cuba,2142939.0,Destination,City Wide,30.6,16.2,88%,110%,49.3,-6.3,,0.0,,,,,,,,,,,,,,,,,,,,,
Havana,Cuba,2142939.0,Destination,Best Area,46.8,10.6,84%,114%,57.4,-12.3,,,,0.0,,,,,,,,,,,,,,,,,,,
Charlotte,NC,886283.0,Infrastructure,City Wide,27.7,23.0,101%,100%,54.6,0.3,,,,,,,,,,,,,,,,,,,,,,-37.0,
Charlotte,NC,886283.0,Infrastructure,Best Area,50.7,7.3,102%,98%,58.0,2.0,,,,,,,,,,,,,,,,,,,,,,,
Charlotte,NC,886283.0,Balanced,City Wide,27.5,22.2,101%,100%,53.3,0.3,,,,,,,,,,,,,,,,,,,,,,-42.0,
Charlotte,NC,886283.0,Balanced,Best Area,49.7,9.9,102%,98%,59.6,2.0,,,,,,,,,,,,,,,,,,,,,,-20.0,
Charlotte,NC,886283.0,Destination,City Wide,27.4,21.3,101%,100%,52.4,0.3,,,,,,,,,,,,,,,,,,,,,,-42.0,
Charlotte,NC,886283.0,Destination,Best Area,48.7,12.7,102%,98%,61.4,2.0,,,,,,,,,,,,,,,,,,,,,,-16.0,
Montevideo,Uruguay,1302954.0,Infrastructure,City Wide,23.8,19.4,87%,111%,48.9,-6.8,,,,,,,,,,,,0.6,,,,,,,,,0.6,,
Montevideo,Uruguay,1302954.0,Infrastructure,Best Area,43.2,12.2,89%,110%,55.4,-10.1,,,,,,,,,,,,0.7,0.01,,,,,,,,,,
Montevideo,Uruguay,1302954.0,Balanced,City Wide,27.5,20.9,87%,111%,54.8,-6.8,,,,,,,,,,,,0.6,,,,,,,,,0.6,,
Montevideo,Uruguay,1302954.0,Balanced,Best Area,48.4,13.9,89%,110%,62.3,-10.1,,,,,,,,,,,,0.7,0.009,,,,,,,,,,
Montevideo,Uruguay,1302954.0,Destination,City Wide,30.6,22.7,87%,111%,60.4,-6.8,,,,,,,,,,,,,,,,,,,,,0.6,,
Montevideo,Uruguay,1302954.0,Destination,Best Area,53.3,15.2,89%,110%,68.5,-10.1,,,,,,,,,,,,0.6,0.009,,,,,,,,,,
Yaounde,Cameroon,5027120.0,Infrastructure,City Wide,23.0,7.5,84%,113%,31.4,-8.1,1.0,0.0,,,,,,,,12.60,,,0.474,,,,,,1.0,0.8,0.6,,
Yaounde,Cameroon,5027120.0,Infrastructure,Best Area,30.5,4.9,83%,115%,35.4,-11.9,2.0,0.0,,,,,,,,16.40,,,0.538,,,,,,1.1,0.9,0.8,,
Yaounde,Cameroon,5027120.0,Balanced,City Wide,27.5,9.4,84%,113%,39.0,-8.1,1.0,0.0,,,,,,,,12.00,,,0.488,,,,,,1.0,0.8,0.6,,
Yaounde,Cameroon,5027120.0,Balanced,Best Area,36.9,5.4,83%,115%,42.3,-11.9,2.0,0.0,,0.0,,,,,,14.70,,,0.548,,,0.0,,,1.0,0.9,0.8,,
Yaounde,Cameroon,5027120.0,Destination,City Wide,31.1,11.3,84%,113%,45.0,-8.1,1.0,0.0,,,,,,,,12.00,,,0.488,,,,,,1.0,0.8,0.6,,
Yaounde,Cameroon,5027120.0,Destination,Best Area,42.4,7.1,83%,115%,49.5,-11.9,,0.0,,,,,,,,14.40,,,0.544,,,0.0,,,1.0,0.9,,,
Chattanooga,TN,182832.0,Infrastructure,City Wide,25.8,16.9,96%,103%,44.7,-2.0,,,,,,,,,,,,,,,,,,,,,,,
Chattanooga,TN,182832.0,Infrastructure,Best Area,42.7,16.0,104%,97%,58.7,2.9,,,,,,,,,,,,,,,,,,,,,,,
Chattanooga,TN,182832.0,Balanced,City Wide,27.0,14.1,96%,103%,43.3,-2.0,,,,,,,,,,,,,,,,,,,,,,,
Chattanooga,TN,182832.0,Balanced,Best Area,41.1,8.7,104%,97%,49.8,2.9,,,,,,,,,,,,,,,,,,,,,,,
Chattanooga,TN,182832.0,Destination,City Wide,27.8,12.0,96%,103%,42.8,-2.0,,,,,,,,,,,,,,,,,,,,,,,
Chattanooga,TN,182832.0,Destination,Best Area,39.8,9.4,104%,97%,49.2,2.9,,,,,,,,,,,,,,,,,,,,,,,
Lubumbashi,Democratic Republic of the Congo,3193860.0,Infrastructure,City Wide,25.1,3.0,93%,107%,28.3,-3.8,,0.0,,,,,,,,,,,,,,,,,,,,,
Lubumbashi,Democratic Republic of the Congo,3193860.0,Infrastructure,Best Area,28.1,1.0,90%,110%,29.1,-6.2,,0.0,,,,,,,,,,,,,,,,,,,,,
Lubumbashi,Democratic Republic of the Congo,3193860.0,Balanced,City Wide,27.0,4.3,93%,107%,31.7,-3.8,,0.0,,,,,,,,,,,,,,,,,,,,,
Lubumbashi,Democratic Republic of the Congo,3193860.0,Balanced,Best Area,31.3,1.1,90%,110%,32.4,-6.2,,,,,,,,,,,,,,,,0.0,,,,1.0,,,
Lubumbashi,Democratic Republic of the Congo,3193860.0,Destination,City Wide,28.9,5.4,93%,107%,34.9,-3.8,,0.0,,,,,,,,,,,,,,,,,,,,,
Lubumbashi,Democratic Republic of the Congo,3193860.0,Destination,Best Area,34.3,1.1,90%,110%,35.4,-6.2,,,,,,,,,,,,,,,,0.0,,,,,,,
Baku,Azerbaijan,2529070.0,Infrastructure,City Wide,23.8,12.8,88%,109%,36.9,-5.5,,,,,,,,,,,,,,,,,,,,,,,
Baku,Azerbaijan,2529070.0,Infrastructure,Best Area,36.6,22.2,93%,107%,58.8,-5.5,,,,,,,,,,,,,,,,,,,,,0.8,,
Baku,Azerbaijan,2529070.0,Balanced,City Wide,26.9,12.4,88%,109%,41.3,-5.5,,0.0,,,,,,,,,,,,,,,,,,,,,
Baku,Azerbaijan,2529070.0,Balanced,Best Area,39.3,22.5,93%,107%,61.8,-5.5,,,,,,,,,,21.60,,0.4,,28.0,,,,,,1.0,0.6,,
Baku,Azerbaijan,2529070.0,Destination,City Wide,29.3,12.8,88%,109%,44.8,-5.5,,,,,,,,,,,,,,,,,,,,,0.6,,
Baku,Azerbaijan,2529070.0,Destination,Best Area,42.1,22.5,93%,107%,64.6,-5.5,,,,,,,,,,19.40,,0.2,0.01,25.0,,,,,,0.9,0.6,,
Las Cruces,NM,116998.0,Infrastructure,City Wide,26.4,12.7,99%,101%,43.2,-0.8,,,,,,,,,,,,,,,,,,,,,,,
Las Cruces,NM,116998.0,Infrastructure,Best Area,39.1,5.7,102%,100%,44.8,0.8,,,,,,,,,,,,,,,,,,,,,,,
Las Cruces,NM,116998.0,Balanced,City Wide,26.8,11.5,99%,101%,40.4,-0.8,,,,,,,,,,,,,,,,,,,,,,,
Las Cruces,NM,116998.0,Balanced,Best Area,38.3,4.7,102%,100%,43.0,0.8,,,,,,,,,,,,,,,,,,,,,,,
Las Cruces,NM,116998.0,Destination,City Wide,27.2,11.1,99%,101%,39.2,-0.8,,,,,,,,,,,,,,,,,,,,,,,
Las Cruces,NM,116998.0,Destination,Best Area,38.3,2.8,102%,100%,41.1,0.8,,,,,,,,,,,,,,,,,,,,,,,
Dhaka,Bangladesh,10295786.0,Infrastructure,City Wide,26.6,25.5,100%,98%,55.8,0.6,,,,,,,,,,,,,,,,,,,,,,,
Dhaka,Bangladesh,10295786.0,Infrastructure,Best Area,52.1,15.2,99%,101%,67.3,-1.1,,,,,,,,,,,,,,,,,,,,,,,
Dhaka,Bangladesh,10295786.0,Balanced,City Wide,26.6,25.9,100%,98%,54.6,0.6,,,,,,,,,,,,,,,,,,,,,,,
Dhaka,Bangladesh,10295786.0,Balanced,Best Area,52.5,14.9,99%,101%,67.4,-1.1,,,,,,,,,,,,,,,,,,,,,,,
Dhaka,Bangladesh,10295786.0,Destination,City Wide,26.0,27.2,100%,98%,57.0,0.6,,,,,,,,,,,,,,,,,,,,,,,
Dhaka,Bangladesh,10295786.0,Destination,Best Area,53.2,16.2,99%,101%,69.4,-1.1,,,,,,,,,,,,,,,,,,,,,,,
El Paso,TX,678147.0,Infrastructure,City Wide,26.2,13.5,98%,101%,40.9,-0.7,,,,,,,,,,,,,,,,,,,,,,,
El Paso,TX,678147.0,Infrastructure,Best Area,39.7,20.8,103%,96%,60.5,2.6,,,,,,,,,,,,,,,,,,,,,,,
El Paso,TX,678147.0,Balanced,City Wide,26.6,11.9,98%,101%,39.7,-0.7,,,,,,,,,,,,,,,,,,,,,,,
El Paso,TX,678147.0,Balanced,Best Area,38.5,13.9,103%,96%,52.4,2.6,,,,,,,,,,,,,,,,,,,,,,,
El Paso,TX,678147.0,Destination,City Wide,26.9,10.2,98%,101%,39.6,-0.7,,,,,,,,,,,,,,,,,,,,,,,
El Paso,TX,678147.0,Destination,Best Area,37.1,5.8,103%,96%,42.9,2.6,,,,,,,,,,,,,,,,,,,,,,,
Riyadh,Saudi Arabia,7009100.0,Infrastructure,City Wide,28.6,18.5,108%,89%,49.7,4.8,,,,,,,,,,,,0.4,0.01,,,,,,,,,,
Riyadh,Saudi Arabia,7009100.0,Infrastructure,Best Area,47.1,7.5,113%,86%,54.6,11.2,,,,,,,,,,,,0.4,0.006,,20.0,,25.0,,,,,,
