City/municipality,State/ Country,Population,Focus,Aggregation,Average Score,Disparity,Infra ratio,Dest ratio,Highest Point,Focus Disparity,Safe Area (sq mi),Bike Network (mi),Bike Network %,Bike Paths (mi),Bike Paths %,Bike Lanes (mi),Bike Lanes %,Friendly (mi),Friendly %,Shared Road (miles),Shared Road %,Other (miles),Other %,Total Network,Destinations,Bike Parking,Destination Score,Bad Ints  / mi,Furthest Reach #1 (mi),Furthest Reach #2 (mi),Furthest Reach #3 (mi),PFB rank dif,Copenhagen rank dif
Eindhoven,Netherlands,246848.0,Infrastructure,Best Area,94.5,0.5,106%,94%,95.0,11.1,221.0,1110.0,,971.0,,,,,,,,1002.4,,3632.0,,,,,17.1,14.7,13.6,,
Eindhoven,Netherlands,246848.0,Balanced,City Wide,84.2,4.9,111%,98%,89.2,10.7,205.0,1061.0,,926.0,,,,,,,,916.4,,3422.0,,,,,16.5,14.2,13.4,,
Eindhoven,Netherlands,246848.0,Balanced,Best Area,89.1,0.4,106%,94%,89.5,11.1,221.0,1110.0,,971.0,,,,,,,,1002.4,,3632.0,,,,,17.1,14.7,13.6,,
Eindhoven,Netherlands,246848.0,Destination,City Wide,82.7,0.7,111%,98%,83.4,10.7,205.0,1062.0,,927.0,,,,,,,,916.9,,3424.0,,,,,16.5,14.2,13.4,,
Eindhoven,Netherlands,246848.0,Destination,Best Area,83.4,0.2,106%,94%,83.6,11.1,220.0,1102.0,,964.0,,,,,,,,998.0,,3613.0,,,,,17.0,14.6,13.8,-26.0,
Nijmegen,Netherlands,184636.0,Infrastructure,City Wide,92.3,1.9,110%,99%,94.3,9.2,170.0,1075.0,,888.0,,,,,,,,481.9,,2786.0,,,,,16.8,14.9,11.9,,
Nijmegen,Netherlands,184636.0,Infrastructure,Best Area,94.2,1.0,105%,94%,95.2,10.0,194.0,1179.0,,966.0,,,,,,,,578.8,,3109.0,,,,,17.7,15.2,12.2,,
Nijmegen,Netherlands,184636.0,Balanced,City Wide,83.8,5.5,110%,99%,89.4,9.2,170.0,1077.0,,890.0,,,,,,,,482.6,,2790.0,,,,,16.8,14.9,11.9,,
Nijmegen,Netherlands,184636.0,Balanced,Best Area,89.3,0.9,105%,94%,90.2,10.0,195.0,1184.0,,970.0,,,,,,,,582.3,,3123.0,,,,,17.5,15.1,12.4,,
Nijmegen,Netherlands,184636.0,Destination,City Wide,83.1,1.1,110%,99%,84.3,9.2,170.0,1077.0,,890.0,,,,,,,,482.6,,2790.0,,,,,16.8,14.9,11.9,,
Nijmegen,Netherlands,184636.0,Destination,Best Area,84.2,0.7,105%,94%,84.9,10.0,195.0,1184.0,,971.0,,,,,,,,582.4,,3128.0,,,,,17.4,15.0,12.5,-23.0,
Toulouse,France,519553.0,Infrastructure,City Wide,83.0,1.9,99%,101%,85.1,-1.3,101.0,561.0,,470.0,0.246,91.0,0.048,742.0,0.388,,0.199,,,1911.0,8764.0,,12413.0,,14.4,11.7,7.8,,
Toulouse,France,519553.0,Infrastructure,Best Area,84.9,0.7,100%,100%,85.6,-0.2,,,,,0.24,,0.044,809.0,0.375,,0.215,,,,,,,,17.9,13.8,,,
Toulouse,France,519553.0,Balanced,City Wide,83.7,1.3,99%,101%,85.1,-1.3,101.0,561.0,,470.0,0.246,91.0,0.048,742.0,0.388,,0.199,,,1911.0,8764.0,,12413.0,,14.4,11.7,,,
Toulouse,France,519553.0,Balanced,Best Area,85.0,0.5,100%,100%,85.5,-0.2,,,,517.0,0.24,,0.044,809.0,0.375,,0.215,,,,,,,,17.9,13.8,,,
Toulouse,France,519553.0,Destination,City Wide,84.3,0.8,99%,101%,85.1,-1.3,101.0,561.0,,470.0,0.246,91.0,0.048,744.0,0.389,,0.199,,,1913.0,8771.0,,12423.0,,14.4,11.7,,,
Toulouse,France,519553.0,Destination,Best Area,85.1,0.2,100%,100%,85.3,-0.2,,,,517.0,0.24,,0.044,809.0,0.375,,0.214,,,,,,,,18.0,13.8,,,
Barcelona,Spain,1792104.0,Infrastructure,City Wide,76.1,0.9,91%,108%,77.1,-14.4,,,,,,,0.002,591.0,0.409,,0.274,,,,22569.0,3410.0,31453.0,,,,,,-14.0
Barcelona,Spain,1792104.0,Infrastructure,Best Area,77.0,0.4,91%,108%,77.4,-14.0,,,,,,,0.002,622.0,0.398,,0.278,,,,23060.0,,32162.0,,,,,,-22.0
Barcelona,Spain,1792104.0,Balanced,City Wide,83.6,0.7,91%,108%,84.3,-14.4,,,,,,,0.002,591.0,0.409,,0.274,,,,22574.0,3410.0,31461.0,,,,,,
Barcelona,Spain,1792104.0,Balanced,Best Area,84.3,0.2,91%,108%,84.5,-14.0,,,,,,,0.002,623.0,0.395,,0.28,,,,23125.0,,32248.0,,,,,,-9.0
Barcelona,Spain,1792104.0,Destination,City Wide,90.5,0.5,91%,108%,91.0,-14.4,,,,,,,0.002,591.0,0.41,,0.274,,,,22569.0,3411.0,31455.0,,,,,,7.0
Barcelona,Spain,1792104.0,Destination,Best Area,91.0,0.1,91%,108%,91.1,-14.0,,,,,,,0.002,623.0,0.394,,0.281,,,,23153.0,,32287.0,,,,,,
Utrecht,Netherlands,398519.0,Infrastructure,City Wide,85.6,2.5,102%,98%,88.2,3.9,119.0,696.0,0.375,652.0,0.311,,,913.0,0.436,,0.118,,,2097.0,,,,,,11.0,9.1,,-11.0
Utrecht,Netherlands,398519.0,Infrastructure,Best Area,88.1,1.5,103%,97%,89.6,4.8,142.0,813.0,0.379,762.0,0.309,,,1050.0,0.426,,0.115,,,2467.0,,,,,,11.7,9.6,,-12.0
Utrecht,Netherlands,398519.0,Balanced,City Wide,83.6,2.1,102%,98%,85.8,3.9,119.0,696.0,0.375,652.0,0.311,,,914.0,0.436,,0.118,,,2098.0,,,,,12.2,11.1,9.1,,-9.0
Utrecht,Netherlands,398519.0,Balanced,Best Area,85.7,1.4,103%,97%,87.1,4.8,142.0,813.0,0.379,762.0,0.309,,,1050.0,0.426,,0.115,,,2467.0,,,,,,11.7,9.6,,-15.0
Utrecht,Netherlands,398519.0,Destination,City Wide,81.7,1.6,102%,98%,83.5,3.9,119.0,696.0,0.375,652.0,0.311,,,914.0,0.436,,0.118,,,2098.0,,,,,12.2,11.1,9.1,,-19.0
Utrecht,Netherlands,398519.0,Destination,Best Area,83.3,1.3,103%,97%,84.6,4.8,142.0,813.0,0.379,762.0,0.309,,,1050.0,0.426,,0.114,,,2465.0,,,,,,11.7,9.7,-24.0,-26.0
Hackney,UK,428950.0,Infrastructure,City Wide,77.0,1.7,92%,107%,79.1,-12.4,,,,,,,,886.0,0.634,,0.079,,,,20180.0,9282.0,26595.0,,,,,,
Hackney,UK,428950.0,Infrastructure,Best Area,78.7,1.1,92%,108%,79.8,-12.9,,,,,,,,1010.0,0.626,,0.089,,,,22581.0,10188.0,29707.0,,,,,,
Hackney,UK,428950.0,Balanced,City Wide,83.4,1.8,92%,107%,85.5,-12.4,,,,,,,,886.0,0.634,,0.079,,,,20180.0,9282.0,26595.0,,,,,,
Hackney,UK,428950.0,Balanced,Best Area,85.2,1.0,92%,108%,86.2,-12.9,,,,,,,,1015.0,0.642,,0.076,,,,24334.0,10780.0,31875.0,,,,,,
Hackney,UK,428950.0,Destination,City Wide,89.4,2.2,92%,107%,91.6,-12.4,,,,,,,,885.0,0.631,,0.082,,,,19970.0,9215.0,26339.0,,,,,,
Hackney,UK,428950.0,Destination,Best Area,91.6,0.6,92%,108%,92.2,-12.9,,,,,,,,1004.0,0.66,,0.064,,,,25603.0,11143.0,33385.0,0.3,,,,,
Essen,Germany,574082.0,Infrastructure,City Wide,82.1,5.4,99%,101%,88.0,-1.8,,,,,,,,,,699.00,,,,,,,,0.3,12.2,,,,
Essen,Germany,574082.0,Infrastructure,Best Area,87.5,2.6,100%,100%,90.1,-0.6,,,,,,,,,,,,,,,,,,0.3,14.7,,,,
Essen,Germany,574082.0,Balanced,City Wide,83.0,4.8,99%,101%,88.4,-1.8,,,,,,,,,,699.80,,,,,,,,0.3,,,,,
Essen,Germany,574082.0,Balanced,Best Area,87.8,1.9,100%,100%,89.7,-0.6,,,,,,,,,,,,,,,,,,0.3,14.9,,,,
Essen,Germany,574082.0,Destination,City Wide,83.9,4.2,99%,101%,88.7,-1.8,,,,,,,,,,700.50,,,,,,,,0.3,,,,,
Essen,Germany,574082.0,Destination,Best Area,88.1,1.3,100%,100%,89.4,-0.6,,,,,,,,,,,,,,,,,,0.3,14.9,,,,
Lyon,France,612000.0,Infrastructure,City Wide,78.5,0.8,95%,105%,79.4,-8.9,,,,,,174.0,0.127,494.0,0.361,,0.241,,,,12887.0,6365.0,18816.0,,,,,,
Lyon,France,612000.0,Infrastructure,Best Area,79.3,0.2,95%,105%,79.5,-8.3,,,,,,184.0,0.122,526.0,0.348,,0.256,,,,13224.0,6522.0,19326.0,,,,,-27.0,
Lyon,France,612000.0,Balanced,City Wide,83.0,0.6,95%,105%,83.6,-8.9,,,,,,174.0,0.127,493.0,0.361,,0.242,,,,12887.0,6365.0,18816.0,,,,,,
Lyon,France,612000.0,Balanced,Best Area,83.6,0.1,95%,105%,83.7,-8.3,,,,,,184.0,0.122,526.0,0.348,,0.256,,,,13224.0,6522.0,19326.0,,,,,-22.0,
Lyon,France,612000.0,Destination,City Wide,87.4,0.2,95%,105%,87.7,-8.9,,,,,,174.0,0.127,493.0,0.36,,0.242,,,,12887.0,6365.0,18815.0,,,,,,
Lyon,France,612000.0,Destination,Best Area,87.6,0.1,95%,105%,87.7,-8.3,,,,,,184.0,0.122,528.0,0.349,,0.256,,,,13230.0,6526.0,19336.0,,,,,-16.0,
Warsaw,Poland,1800190.0,Infrastructure,City Wide,80.4,8.4,97%,103%,88.9,-4.7,,,,,,,,,,,,,,,10768.0,4025.0,14655.0,,,,,,
Warsaw,Poland,1800190.0,Infrastructure,Best Area,88.8,1.1,97%,103%,89.9,-6.2,,,,,,,,,,919.80,,444.0,,,18024.0,6616.0,24478.0,,,,,,5.0
Warsaw,Poland,1800190.0,Balanced,City Wide,82.8,9.1,97%,103%,92.1,-4.7,,,,,,,,,,,,,,,10769.0,4025.0,14657.0,,,,,,5.0
Warsaw,Poland,1800190.0,Balanced,Best Area,91.9,0.9,97%,103%,92.8,-6.2,,,,,,,,,,923.70,,443.9,,,18086.0,6635.0,24562.0,,,,,,11.0
Warsaw,Poland,1800190.0,Destination,City Wide,85.1,9.9,97%,103%,95.2,-4.7,,,,,,,,,,,,,,,10763.0,4021.0,14648.0,,,,,,6.0
Warsaw,Poland,1800190.0,Destination,Best Area,95.0,0.6,97%,103%,95.6,-6.2,,,,,,,,,,923.50,,438.8,,,18149.0,6682.0,24652.0,,,,,,19.0
Ghent,Belgium,290049.0,Infrastructure,City Wide,82.1,1.3,99%,101%,83.5,-1.1,,,0.433,,0.269,,0.04,,,564.60,,,,,,3224.0,,,,,,,-11.0
Ghent,Belgium,290049.0,Infrastructure,Best Area,83.4,0.6,100%,100%,84.0,-0.5,,,0.427,,0.263,,,,,,,,,,,,,,,,,,-14.0
Ghent,Belgium,290049.0,Balanced,City Wide,82.7,1.0,99%,101%,83.7,-1.1,,,0.432,,0.268,,0.04,,,567.00,,,,,,3225.0,,,,,,,-9.0
Ghent,Belgium,290049.0,Balanced,Best Area,83.7,0.4,100%,100%,84.1,-0.5,,,0.425,,0.262,,0.041,,,,,,,,,,,,,,,,-17.0
Ghent,Belgium,290049.0,Destination,City Wide,83.2,0.7,99%,101%,84.0,-1.1,,,0.432,,0.268,,0.04,,,567.60,,,,,,3226.0,,,,,,,-10.0
Ghent,Belgium,290049.0,Destination,Best Area,83.9,0.3,100%,100%,84.2,-0.5,,,0.427,,0.263,,0.04,,,,,,,,,,,,,,,,-21.0
Stuttgart,Germany,679346.0,Infrastructure,City Wide,86.6,4.8,105%,105%,91.6,-0.1,106.0,666.0,,,,,,439.0,,661.70,,537.0,,1864.0,,,,0.2,,,,34.0,
Stuttgart,Germany,679346.0,Infrastructure,Best Area,91.4,1.9,101%,99%,93.3,1.8,148.0,953.0,,,,,,663.0,,928.10,,763.4,,2645.0,,,,0.2,,,,,
Stuttgart,Germany,679346.0,Balanced,City Wide,82.6,7.9,105%,105%,90.6,-0.1,104.0,661.0,,,,,,432.0,,660.20,,525.7,,1847.0,,,,0.2,,,,,
Stuttgart,Germany,679346.0,Balanced,Best Area,90.5,1.4,101%,99%,91.9,1.8,147.0,960.0,,,,,,666.0,,936.80,,757.0,,2653.0,,,,0.2,,,,,
Stuttgart,Germany,679346.0,Destination,City Wide,86.7,2.9,105%,105%,89.8,-0.1,103.0,655.0,,,,,,427.0,,654.90,,520.2,,1830.0,,,,0.2,,,,32.0,
Stuttgart,Germany,679346.0,Destination,Best Area,89.6,0.8,101%,99%,90.4,1.8,145.0,948.0,,,,,,654.0,,931.10,,745.3,,2625.0,,,,0.2,,,,,
Manhattan,NY,1694250.0,Infrastructure,City Wide,74.1,1.4,90%,109%,75.6,-15.9,,,,,,154.0,0.157,,,531.60,,,0.018,,25330.0,6219.0,32207.0,6.1,,,,66.0,
Manhattan,NY,1694250.0,Infrastructure,Best Area,75.5,0.5,90%,109%,76.0,-15.9,,,,,,180.0,0.156,,,,,,,,28485.0,6818.0,36159.0,6.1,,,,56.0,
Manhattan,NY,1694250.0,Balanced,City Wide,82.4,1.4,90%,109%,83.9,-15.9,,,,,,154.0,0.157,,,533.10,,,,,25320.0,6219.0,32205.0,6.1,,,,81.0,
Manhattan,NY,1694250.0,Balanced,Best Area,83.8,0.4,90%,109%,84.2,-15.9,,,,,,181.0,0.157,,,,,,,,28593.0,6830.0,36288.0,6.1,,,,77.0,
Manhattan,NY,1694250.0,Destination,City Wide,90.0,1.4,90%,109%,91.4,-15.9,,,,,,154.0,0.157,,,533.10,,,,,25320.0,6219.0,32205.0,6.1,,,,95.0,
Manhattan,NY,1694250.0,Destination,Best Area,91.4,0.3,90%,109%,91.7,-15.9,,,,,,182.0,0.157,,,,,,,,28664.0,6821.0,36364.0,6.1,,,,94.0,
Valencia,Spain,912397.0,Infrastructure,City Wide,79.6,1.8,97%,103%,81.7,-5.2,,,,,,,,,,647.70,,,,,7209.0,,,,,,,,-11.0
Valencia,Spain,912397.0,Infrastructure,Best Area,81.4,0.4,97%,103%,81.8,-4.3,,,,,,,,,,814.60,,,,,,,,,,,,,-17.0
Valencia,Spain,912397.0,Balanced,City Wide,82.3,1.3,97%,103%,83.8,-5.2,,,,,,,,,,651.60,,,,,7234.0,,,,,,,,-7.0
Valencia,Spain,912397.0,Balanced,Best Area,83.6,0.3,97%,103%,83.9,-4.3,,,,,,,,,,814.60,,,,,,,,,,,,,-15.0
Valencia,Spain,912397.0,Destination,City Wide,84.8,0.9,97%,103%,85.8,-5.2,,,,,,,,,,651.60,,,,,7234.0,,,,,,,,
Valencia,Spain,912397.0,Destination,Best Area,85.7,0.2,97%,103%,85.9,-4.3,,,,,,,,,,803.30,,,,,,,,,,,,,-13.0
Grenoble,France,158000.0,Infrastructure,City Wide,80.0,0.5,97%,103%,80.6,-4.4,,,0.391,,,60.0,0.06,,,,,,,,,5230.0,,,12.6,,,,
Grenoble,France,158000.0,Infrastructure,Best Area,80.5,0.1,97%,102%,80.6,-4.0,,,0.387,,,,0.059,,,,,,,,,5239.0,,,,,,,
Grenoble,France,158000.0,Balanced,City Wide,82.2,0.4,97%,103%,82.6,-4.4,,,0.391,,,60.0,0.06,,,,,,,,,5230.0,,,12.6,,,,
Grenoble,France,158000.0,Balanced,Best Area,82.6,0.0,97%,102%,82.6,-4.0,,,0.388,,,,0.059,,,,,,,,,5237.0,,,,,,,
Grenoble,France,158000.0,Destination,City Wide,84.4,0.1,97%,103%,84.5,-4.4,,,0.391,,,60.0,0.06,,,,,,,,,5231.0,,,12.6,,,,
Grenoble,France,158000.0,Destination,Best Area,84.5,0.1,97%,102%,84.6,-4.0,,,0.388,,,,0.059,,,,,,,,,5237.0,,,,,,,
Munster,Germany,346490.0,Infrastructure,City Wide,90.4,2.3,110%,99%,92.9,8.8,153.0,780.0,,611.0,,,,,,762.40,,417.2,,1959.0,,,,,15.2,13.5,12.5,,
Munster,Germany,346490.0,Infrastructure,Best Area,92.7,0.6,105%,94%,93.3,10.0,188.0,881.0,,682.0,,,,,,903.50,,517.2,,2301.0,,,,,16.2,15.5,14.2,,
Munster,Germany,346490.0,Balanced,City Wide,82.1,5.8,110%,99%,88.0,8.8,153.0,780.0,,611.0,,,,,,762.40,,417.2,,1959.0,,,,,15.2,13.5,12.5,,-10.0
Munster,Germany,346490.0,Balanced,Best Area,87.9,0.4,105%,94%,88.3,10.0,187.0,881.0,,682.0,,,,,,900.30,,514.5,,2296.0,,,,,16.2,15.5,14.1,,-6.0
Munster,Germany,346490.0,Destination,City Wide,81.6,1.1,110%,99%,82.8,8.8,153.0,779.0,,611.0,,,,,,762.10,,417.6,,1959.0,,,,,15.2,13.5,12.5,,-16.0
Munster,Germany,346490.0,Destination,Best Area,82.7,0.3,105%,94%,83.0,10.0,186.0,880.0,,681.0,,,,,,896.80,,510.9,,2287.0,,,,,16.3,15.5,14.1,,-27.0
Duisburg,Germany,530435.0,Infrastructure,City Wide,83.0,6.6,102%,98%,90.1,2.6,,,,,,,,,,576.90,,,,,,,,,,,,,
Duisburg,Germany,530435.0,Infrastructure,Best Area,89.6,2.0,101%,99%,91.6,1.8,135.0,778.0,,521.0,,,,,,,,,,2163.0,,,,,16.4,,,,
Duisburg,Germany,530435.0,Balanced,City Wide,81.7,6.9,102%,98%,89.0,2.6,,,,,,,,,,576.90,,,,,,,,,,,,,
Duisburg,Germany,530435.0,Balanced,Best Area,88.6,2.0,101%,99%,90.6,1.8,134.0,773.0,,,,,,,,,,,,2167.0,,,,,16.3,,,,
Duisburg,Germany,530435.0,Destination,City Wide,80.4,7.4,102%,98%,88.3,2.6,,,,,,,,,,576.20,,,,,,,,,,,,,
Duisburg,Germany,530435.0,Destination,Best Area,87.8,1.8,101%,99%,89.6,1.8,132.0,758.0,,,,,,,,,,,,2161.0,,,,,16.2,,,,
Zurich,Switzerland,436551.0,Infrastructure,City Wide,78.6,3.8,96%,104%,82.9,-5.8,,,,,,,,,,,,,,,,,,,,,,,13.0
Zurich,Switzerland,436551.0,Infrastructure,Best Area,82.4,1.9,98%,103%,84.3,-4.5,,,,,,,,,,,,,,,,,,,,,,,12.0
Zurich,Switzerland,436551.0,Balanced,City Wide,81.5,2.9,96%,104%,84.7,-5.8,,,,,,,,,,,,,,,,,,,,,,,16.0
Zurich,Switzerland,436551.0,Balanced,Best Area,84.4,1.2,98%,103%,85.6,-4.5,,,,,,,,,,,,,,,,,,,,,,,13.0
Zurich,Switzerland,436551.0,Destination,City Wide,84.4,2.5,96%,104%,87.3,-5.8,,,,,,,,,,,,,,,,,,,,,,,19.0
Zurich,Switzerland,436551.0,Destination,Best Area,86.9,0.8,98%,103%,87.7,-4.5,,,,,,,,,,,,,,,,,,,,,,,14.0
Frankfurt,Germany,827257.0,Infrastructure,City Wide,77.8,2.7,96%,104%,80.7,-6.5,,,0.38,,0.268,,0.042,400.0,0.37,,0.136,,,,8076.0,5278.0,12464.0,,,,,,
Frankfurt,Germany,827257.0,Infrastructure,Best Area,80.5,1.4,97%,103%,81.9,-5.3,,,0.366,,0.251,,,511.0,0.364,,0.136,,,,,5861.0,,,,,,,
Frankfurt,Germany,827257.0,Balanced,City Wide,81.1,2.1,96%,104%,83.3,-6.5,,,0.38,,0.268,,0.042,400.0,0.37,,0.136,,,,8076.0,5278.0,12464.0,,,,,,
Frankfurt,Germany,827257.0,Balanced,Best Area,83.2,1.0,97%,103%,84.2,-5.3,,,0.368,,0.252,,,508.0,0.363,,0.136,,,,,5885.0,,,,,,,
Frankfurt,Germany,827257.0,Destination,City Wide,84.3,1.5,96%,104%,85.9,-6.5,,,0.379,,0.267,,0.042,399.0,0.37,,0.136,,,,8083.0,5303.0,12478.0,,,,,,
Frankfurt,Germany,827257.0,Destination,Best Area,85.8,0.7,97%,103%,86.5,-5.3,,,0.366,,0.252,,,513.0,0.366,,0.136,,,,,5880.0,,,,,,,
St. Paul,MN,307762.0,Infrastructure,City Wide,85.0,6.0,105%,94%,90.0,9.0,150.0,698.0,,551.0,,139.0,0.054,,0.003,,,527.4,,2565.0,,,,,13.5,12.3,10.7,56.0,
St. Paul,MN,307762.0,Infrastructure,Best Area,91.0,3.0,106%,93%,94.0,11.0,211.0,981.0,,798.0,,173.0,0.049,,0.003,,,664.6,,3548.0,,,,,15.9,14.5,13.0,60.0,
St. Paul,MN,307762.0,Balanced,City Wide,81.0,5.0,105%,94%,84.0,9.0,148.0,692.0,,543.0,,141.0,0.055,,0.003,,,529.7,,2551.0,,,,,13.4,12.2,10.7,46.0,
St. Paul,MN,307762.0,Balanced,Best Area,86.0,2.0,106%,93%,88.0,11.0,211.0,980.0,,795.0,,175.0,0.049,,0.003,,,674.4,,3568.0,,,,,15.7,14.5,13.0,53.0,
St. Paul,MN,307762.0,Destination,City Wide,76.0,4.0,105%,94%,79.0,9.0,148.0,691.0,,542.0,,141.0,0.055,,0.003,,,527.7,,2543.0,,,,,13.4,12.2,10.6,,
St. Paul,MN,307762.0,Destination,Best Area,80.0,2.0,106%,93%,82.0,11.0,210.0,972.0,,783.0,,179.0,0.05,,0.003,,,695.2,,3590.0,,,,,15.6,14.3,12.9,,
Strasbourg,France,299877.0,Infrastructure,City Wide,80.3,1.8,99%,101%,82.3,-1.3,,,,,0.238,,,,0.184,,0.331,326.4,,,,7740.0,,,18.2,11.7,8.7,,-5.0
Strasbourg,France,299877.0,Infrastructure,Best Area,82.1,0.2,100%,100%,82.3,-0.2,,,,,,,,,0.176,,0.333,,,,,7807.0,,,20.1,12.7,9.6,,-9.0
Strasbourg,France,299877.0,Balanced,City Wide,81.0,1.2,99%,101%,82.3,-1.3,,,,,0.238,,,,0.184,,0.331,326.4,,,,7740.0,,,18.2,11.7,8.7,,-5.0
Strasbourg,France,299877.0,Balanced,Best Area,82.2,0.1,100%,100%,82.3,-0.2,,,,,,,,,0.176,,0.333,,,,,7807.0,,,20.1,12.7,9.6,,-13.0
Strasbourg,France,299877.0,Destination,City Wide,81.6,0.7,99%,101%,82.3,-1.3,,,,,0.238,,,,0.184,,0.331,326.7,,,,7740.0,,,18.2,11.7,8.6,,-9.0
Strasbourg,France,299877.0,Destination,Best Area,82.3,0.0,100%,100%,82.3,-0.2,,,,,,,,,0.176,,0.333,,,,,7807.0,,,20.1,12.7,9.6,-17.0,-21.0
Gdansk,Poland,487371.0,Infrastructure,City Wide,78.6,5.2,98%,102%,83.9,-3.9,,,0.395,,,,,,,,0.354,404.9,0.415,,,,,0.3,,,,,
Gdansk,Poland,487371.0,Infrastructure,Best Area,83.8,0.6,98%,102%,84.4,-3.8,,,0.375,,,,,,,,,662.9,0.447,,,,,0.2,,,,,
Gdansk,Poland,487371.0,Balanced,City Wide,80.5,5.2,98%,102%,85.8,-3.9,,,0.395,,,,,,,,0.354,402.1,0.414,,,,,0.3,,,,,
Gdansk,Poland,487371.0,Balanced,Best Area,85.7,0.5,98%,102%,86.2,-3.8,,,0.376,,,,,,,,,663.7,0.448,,,,,0.2,,,,,
Gdansk,Poland,487371.0,Destination,City Wide,82.5,5.1,98%,102%,87.7,-3.9,,,0.394,,,,,,,,0.356,399.8,0.413,,,,,0.3,,,,,
Gdansk,Poland,487371.0,Destination,Best Area,87.6,0.3,98%,102%,87.9,-3.8,,,0.376,,,,,,,,,663.7,0.448,,,,,0.2,,,,,
Groningen,Netherlands,209325.0,Infrastructure,City Wide,83.6,1.4,104%,96%,85.3,6.4,106.0,,,493.0,,,,,,728.20,,314.4,,,,,,,13.9,10.8,9.8,,
Groningen,Netherlands,209325.0,Infrastructure,Best Area,85.0,0.8,104%,96%,85.8,6.6,,,,540.0,,,,,,801.40,,,,,,,,,14.8,,10.2,,
Groningen,Netherlands,209325.0,Balanced,City Wide,80.5,1.3,104%,96%,82.1,6.4,106.0,,,493.0,,,,,,728.20,,314.4,,,,,,,13.9,10.8,9.8,,
Groningen,Netherlands,209325.0,Balanced,Best Area,81.8,0.6,104%,96%,82.4,6.6,,,,539.0,,,,,,800.80,,,,,,,,,14.8,,10.1,-20.0,
Groningen,Netherlands,209325.0,Destination,City Wide,77.3,1.1,104%,96%,78.8,6.4,106.0,,,493.0,,,,,,728.50,,315.2,,,,,,,13.9,10.8,9.8,-24.0,
Groningen,Netherlands,209325.0,Destination,Best Area,78.4,0.6,104%,96%,79.0,6.6,,,,539.0,,,,,,800.80,,,,,,,,,14.8,,10.1,-42.0,
Hamburg,Germany,1873971.0,Infrastructure,City Wide,79.9,7.2,99%,100%,87.9,-0.9,,,0.429,,0.341,,,407.0,0.343,,0.149,,,,7565.0,3016.0,10650.0,,,,,,
Hamburg,Germany,1873971.0,Infrastructure,Best Area,87.1,2.1,99%,101%,89.2,-2.4,,751.0,0.43,688.0,0.349,,,708.0,0.359,,0.146,,,,13173.0,5491.0,18602.0,,,,,,
Hamburg,Germany,1873971.0,Balanced,City Wide,80.4,7.8,99%,100%,88.9,-0.9,,,0.429,,0.341,,,407.0,0.343,,0.149,,,,7607.0,3036.0,10709.0,,,,,,
Hamburg,Germany,1873971.0,Balanced,Best Area,88.2,1.4,99%,101%,89.6,-2.4,,750.0,0.431,686.0,0.35,,,703.0,0.359,,0.147,,,,13376.0,5604.0,18886.0,,,,,,
Hamburg,Germany,1873971.0,Destination,City Wide,80.8,8.7,99%,100%,90.0,-0.9,,,0.428,,0.34,,,407.0,0.344,,0.149,,,,7590.0,3030.0,10682.0,,,,,,
Hamburg,Germany,1873971.0,Destination,Best Area,89.5,0.9,99%,101%,90.4,-2.4,,746.0,0.432,681.0,0.352,,,693.0,0.358,,0.149,,,,13565.0,5684.0,19143.0,,,,,,
Bonn,Germany,320613.0,Infrastructure,City Wide,91.9,2.1,115%,110%,94.2,3.5,161.0,916.0,,426.0,,62.0,,429.0,,868.50,,580.4,,2365.0,,,,0.3,,10.5,9.8,,22.0
Bonn,Germany,320613.0,Infrastructure,Best Area,94.0,1.0,102%,98%,95.0,4.4,186.0,1030.0,,,,,,510.0,,946.70,,710.5,,2687.0,,,,,,11.3,10.5,,22.0
Bonn,Germany,320613.0,Balanced,City Wide,80.2,11.6,115%,110%,92.1,3.5,161.0,915.0,,424.0,,61.0,,429.0,,865.50,,579.8,,2360.0,,,,0.3,,10.5,9.8,,5.0
Bonn,Germany,320613.0,Balanced,Best Area,91.8,0.7,102%,98%,92.5,4.4,185.0,1038.0,,,,,,505.0,,975.30,,694.2,,2707.0,,,,0.3,,11.1,10.5,,17.0
Bonn,Germany,320613.0,Destination,City Wide,88.4,1.2,115%,110%,89.9,3.5,161.0,915.0,,423.0,,61.0,,430.0,,863.00,,583.1,,2361.0,,,,0.3,,10.5,9.8,,17.0
Bonn,Germany,320613.0,Destination,Best Area,89.6,0.5,102%,98%,90.1,4.4,184.0,1036.0,,,,,,497.0,,983.80,,677.8,,2697.0,,,,0.3,,11.1,10.6,,13.0
Bordeaux,France,307495.0,Infrastructure,City Wide,77.4,3.5,97%,103%,81.4,-5.6,,,,,,67.0,,,,559.00,,,,,,,,,,,,,-7.0
Bordeaux,France,307495.0,Infrastructure,Best Area,80.9,1.8,98%,102%,82.7,-3.4,,,,,,,,,,766.60,,,,,,,,,15.4,,,,-11.0
Bordeaux,France,307495.0,Balanced,City Wide,80.2,2.4,97%,103%,82.9,-5.6,,,,,,67.0,,,,555.50,,,,,,,,,,,,,
Bordeaux,France,307495.0,Balanced,Best Area,82.6,1.2,98%,102%,83.8,-3.4,,,,,,,,,,766.60,,,,,,,,,15.4,,,,-7.0
